geneID	gff_annotation	gff_annotation2
113008462	lss	lanosterol synthase
113007901	LOC113007901	urease accessory protein UreE-like%2C transcript variant X2
113008261	LOC113008261	glycine-rich protein A3-like
113007659	hibch	3-hydroxyisobutyryl-CoA hydrolase%2C transcript variant X1
113007660	c16h2orf88	chromosome 16 C2orf88 homolog%2C transcript variant X2
113008365	LOC113008365	growth/differentiation factor 8
113007919	pms1	PMS1 homolog 1%2C mismatch repair system component%2C transcript variant X4
113007941	ormdl1	ORMDL sphingolipid biosynthesis regulator 1
113007496	plcd4	phospholipase C delta 4
113007495	znf142	zinc finger protein 142
113007497	LOC113007497	mitochondrial chaperone BCS1%2C transcript variant X2
113007866	LOC113007866	sterol 26-hydroxylase%2C mitochondrial
113007867	LOC113007867	uncharacterized LOC113007867
113007275	LOC113007275	tensin-1-like%2C transcript variant X2
113007276	LOC113007276	uncharacterized LOC113007276%2C transcript variant X2
113007851	LOC113007851	insulin-like growth factor-binding protein 5
113008034	LOC113008034	insulin-like growth factor-binding protein 2-B
113007451	LOC113007451	anion exchange protein 3-like%2C transcript variant X1
113008016	LOC113008016	tissue factor pathway inhibitor-like
113007684	calcrl	calcitonin receptor like receptor
113008246	LOC113008246	uncharacterized LOC113008246%2C transcript variant X2
113008458	LOC113008458	uncharacterized LOC113008458
113008175	LOC113008175	protein FAM171B-like
113008080	LOC113008080	leucine-rich repeat-containing protein 3-like
113008478	LOC113008478	poly(rC)-binding protein 3%2C transcript variant X12
113007322	col18a1	collagen type XVIII alpha 1 chain%2C transcript variant X8
113007371	LOC113007371	obscurin-like protein 1%2C transcript variant X1
113007685	LOC113007685	carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase 1-like%2C transcript variant X2
113007910	LOC113007910	uncharacterized LOC113007910%2C transcript variant X3
113008536	LOC113008536	striated muscle preferentially expressed protein kinase-like%2C transcript variant X4
113007980	LOC113007980	C-X-C chemokine receptor type 2-like
113007981	LOC113007981	SOSS complex subunit B2-like
113008560	trnas-cga	tRNA-Ser
113007961	LOC113007961	caveolae-associated protein 2-like
113008561	trnas-aga	tRNA-Ser
113008405	tmeff2	transmembrane protein with EGF like and two follistatin like domains 2
113007708	slc39a10	solute carrier family 39 member 10%2C transcript variant X1
113007826	dnah7	dynein axonemal heavy chain 7%2C transcript variant X2
113007775	LOC113007775	extended synaptotagmin-3-like%2C transcript variant X1
113007600	LOC113007600	extended synaptotagmin-3-like
113007776	LOC113007776	extended synaptotagmin-3-like
113008463	LOC113008463	poly [ADP-ribose] polymerase 14-like
113007472	LOC113007472	poly [ADP-ribose] polymerase 14-like%2C transcript variant X2
113007473	LOC113007473	poly [ADP-ribose] polymerase 9-like%2C transcript variant X1
113007474	LOC113007474	fas apoptotic inhibitory molecule 1-like
113007601	LOC113007601	uncharacterized protein K02A2.6-like
113007958	LOC113007958	C-X-C chemokine receptor type 2-like
113008203	LOC113008203	gap junction gamma-1 protein-like
113007898	LOC113007898	lactase-phlorizin hydrolase-like%2C transcript variant X4
113007899	LOC113007899	lactase-phlorizin hydrolase-like
113007897	LOC113007897	lactase-phlorizin hydrolase-like
113007568	hdac4	histone deacetylase 4%2C transcript variant X1
113007567	LOC113007567	uncharacterized LOC113007567%2C transcript variant X1
113007852	twist2	twist family bHLH transcription factor 2
113007390	LOC113007390	helix-loop-helix protein 13-like
113007602	LOC113007602	ankyrin repeat and SOCS box protein 1-like
113008301	LOC113008301	ankyrin repeat and SOCS box protein 1-like%2C transcript variant X1
113007948	traf3ip1	TRAF3 interacting protein 1%2C transcript variant X1
113007949	LOC113007949	anterior gradient protein 3-like%2C transcript variant X1
113007913	LOC113007913	double-stranded RNA-specific editase 1-like%2C transcript variant X2
113008244	LOC113008244	olfactory receptor 2K2-like
113008181	LOC113008181	olfactory receptor 5F1-like
113007603	LOC113007603	olfactory receptor 52D1-like
113007604	LOC113007604	olfactory receptor 5F1-like
113007605	LOC113007605	olfactory receptor 5F1-like
113008325	LOC113008325	olfactory receptor 2K2-like
113007606	LOC113007606	olfactory receptor 5F1-like
113007608	LOC113007608	olfactory receptor 142-like
113008268	LOC113008268	putative methyltransferase DDB_G0268948
113008267	LOC113008267	putative methyltransferase DDB_G0268948
113007512	ube2f	ubiquitin conjugating enzyme E2 F (putative)%2C transcript variant X2
113007272	LOC113007272	receptor activity-modifying protein 1-like%2C transcript variant X2
113007273	LOC113007273	serine/threonine-protein kinase STE20-like
113007271	ccnt2	cyclin T2%2C transcript variant X3
113007832	acmsd	aminocarboxymuconate semialdehyde decarboxylase
113007768	LOC113007768	transmembrane protein 163-like
113008035	LOC113008035	polycystic kidney disease protein 1-like 2%2C transcript variant X10
113007627	pth2r	parathyroid hormone 2 receptor
113007628	LOC113007628	uncharacterized LOC113007628
113007818	mras	muscle RAS oncogene homolog%2C transcript variant X3
113007812	tmem177	transmembrane protein 177
113008180	ptpn4	protein tyrosine phosphatase%2C non-receptor type 4
113007654	epb41l5	erythrocyte membrane protein band 4.1 like 5%2C transcript variant X1
113008323	LOC113008323	uncharacterized LOC113008323%2C transcript variant X1
113008322	LOC113008322	neuropilin-2-like%2C transcript variant X3
113007774	LOC113007774	partitioning defective 3 homolog B-like%2C transcript variant X3
113008053	LOC113008053	uncharacterized LOC113008053
113008052	LOC113008052	melanoregulin-like
113008253	LOC113008253	uncharacterized LOC113008253%2C transcript variant X2
113007788	LOC113007788	fibronectin-like
113008298	umps	uridine monophosphate synthetase
113008339	cryba2	crystallin beta A2
113008338	fev	FEV%2C ETS transcription factor
113008392	cdk5r2	cyclin dependent kinase 5 regulatory subunit 2
113008128	wnt10a	Wnt family member 10A
113008212	wnt6	Wnt family member 6
113008130	LOC113008130	FAST kinase domain-containing protein 3%2C mitochondrial-like%2C transcript variant X2
113008129	cfap65	cilia and flagella associated protein 65%2C transcript variant X2
113008285	LOC113008285	motor neuron and pancreas homeobox protein 1-like
113008065	myo1b	myosin IB%2C transcript variant X1
113008066	LOC113008066	basic leucine zipper and W2 domain-containing protein 1-A-like
113007508	LOC113007508	uncharacterized LOC113007508
113007506	lrp1b	LDL receptor related protein 1B%2C transcript variant X6
113007507	LOC113007507	uncharacterized LOC113007507
113007800	LOC113007800	ras-related protein Ral-B%2C transcript variant X1
113008193	nepro	nucleolus and neural progenitor protein
113008194	tex30	testis expressed 30%2C transcript variant X1
113008302	kdelc1	KDEL motif containing 1%2C transcript variant X1
113008286	stxbp5l	syntaxin binding protein 5 like%2C transcript variant X2
113007869	gtf2e1	general transcription factor IIE subunit 1%2C transcript variant X4
113007870	rabl3	RAB%2C member of RAS oncogene family like 3%2C transcript variant X2
113007871	LOC113007871	granzyme B-like
113007932	LOC113007932	granzyme B-like
113008044	LOC113008044	butyrophilin-like protein 2
113007609	LOC113007609	ICOS ligand-like
113008477	LOC113008477	ICOS ligand-like
113007955	LOC113007955	uncharacterized LOC113007955
113008216	LOC113008216	uncharacterized LOC113008216
113008449	LOC113008449	CD276 antigen-like%2C transcript variant X2
113007931	c16h21orf62	chromosome 16 C21orf62 homolog
113008132	LOC113008132	uncharacterized LOC113008132
113008068	LOC113008068	uncharacterized LOC113008068
113008026	LOC113008026	interferon alpha/beta receptor 2-like%2C transcript variant X2
113008027	LOC113008027	interferon alpha/beta receptor 2-like%2C transcript variant X1
113007712	LOC113007712	interleukin-10 receptor subunit beta-like%2C transcript variant X1
113007711	LOC113007711	interferon alpha/beta receptor 1a-like
113007873	LOC113007873	interferon alpha/beta receptor 1b-like
113008470	LOC113008470	uncharacterized LOC113008470
113008350	LOC113008350	contactin-4-like
113008029	LOC113008029	uncharacterized LOC113008029%2C transcript variant X2
113008242	tmem50b	transmembrane protein 50B
113008220	LOC113008220	interleukin-10 receptor subunit beta-like%2C transcript variant X2
113007611	LOC113007611	ribosomal RNA processing protein 1 homolog A-like
113008430	tspear	thrombospondin type laminin G domain and EAR repeats%2C transcript variant X5
113008113	ube2g2	ubiquitin conjugating enzyme E2 G2
113008245	LOC113008245	olfactory receptor 10J5-like
113007500	LOC113007500	myosin light chain kinase%2C smooth muscle-like%2C transcript variant X1
113007503	LOC113007503	butyrophilin-like protein 2%2C transcript variant X2
113007502	LOC113007502	heat shock 70 kDa protein 12A-like
113007505	LOC113007505	heat shock 70 kDa protein 12A-like
113007501	LOC113007501	bone morphogenetic protein receptor type-2-like
113007498	LOC113007498	titin-like%2C transcript variant X3
113007384	gtdc1	glycosyltransferase like domain containing 1%2C transcript variant X2
113007383	LOC113007383	zinc finger E-box-binding homeobox 2-like%2C transcript variant X3
113007857	LOC113007857	activin receptor type-2A-like%2C transcript variant X1
113007618	LOC113007618	kinesin heavy chain-like
113008494	arhgap15	Rho GTPase activating protein 15
113009814	LOC113009814	uncharacterized LOC113009814
113009684	LOC113009684	uncharacterized LOC113009684
113009294	LOC113009294	uncharacterized LOC113009294
113009718	LOC113009718	uncharacterized LOC113009718
113009717	LOC113009717	neural cell adhesion molecule L1-like%2C transcript variant X2
113009407	LOC113009407	uncharacterized LOC113009407
113009695	slc26a5	solute carrier family 26 member 5
113009699	psmc2	proteasome 26S subunit%2C ATPase 2
113009697	dnajc2	DnaJ heat shock protein family (Hsp40) member C2
113009698	pmpcb	peptidase%2C mitochondrial processing beta subunit
113009700	phax	phosphorylated adaptor for RNA export
113009353	LOC113009353	uncharacterized LOC113009353
113009749	LOC113009749	uncharacterized LOC113009749
113009572	LOC113009572	uncharacterized LOC113009572%2C transcript variant X1
113009708	kcnc2	potassium voltage-gated channel subfamily C member 2%2C transcript variant X2
113009317	LOC113009317	uncharacterized LOC113009317%2C transcript variant X2
113009797	LOC113009797	cytidine monophosphate-N-acetylneuraminic acid hydroxylase-like
113009196	LOC113009196	uncharacterized LOC113009196
113009158	LOC113009158	uncharacterized LOC113009158
113009636	LOC113009636	NXPE family member 3-like
113009410	LOC113009410	uncharacterized LOC113009410
113009795	LOC113009795	serine/threonine-protein kinase pim-2-like%2C transcript variant X4
113009709	slc26a3	solute carrier family 26 member 3%2C transcript variant X1
113008643	cbll1	Cbl proto-oncogene like 1
113008641	LOC113008641	serine/threonine-protein phosphatase 6 regulatory subunit 2-like%2C transcript variant X2
113009657	sbf1	SET binding factor 1%2C transcript variant X2
113009290	LOC113009290	ADM2-like
113009150	glt8d2	glycosyltransferase 8 domain containing 2%2C transcript variant X4
113009149	ankrd16	ankyrin repeat domain 16
113009831	trnay-gua	tRNA-Tyr
113008660	LOC113008660	rab GDP dissociation inhibitor beta-like
113008661	LOC113008661	ankyrin repeat and SOCS box protein 13-like%2C transcript variant X4
113008662	LOC113008662	ankyrin repeat and SOCS box protein 13-like%2C transcript variant X1
113009336	LOC113009336	neuroepithelial cell-transforming gene 1 protein-like
113009413	LOC113009413	uncharacterized LOC113009413
113009281	LOC113009281	uncharacterized LOC113009281%2C transcript variant X2
113008708	mkln1	muskelin 1%2C transcript variant X1
113008709	podxl	podocalyxin like
113009222	LOC113009222	inward rectifier potassium channel 13-like
113009569	nfyb	nuclear transcription factor Y subunit beta%2C transcript variant X2
113008861	chst11	carbohydrate sulfotransferase 11
113009800	LOC113009800	solute carrier family 41 member 2-like%2C transcript variant X6
113009801	c17h12orf45	chromosome 17 C12orf45 homolog
113009799	aldh1l2	aldehyde dehydrogenase 1 family member L2
113009534	LOC113009534	serine/threonine-protein kinase pim-1-like
113009536	LOC113009536	differentially expressed in FDCP 6 homolog
113009428	samm50	SAMM50 sorting and assembly machinery component%2C transcript variant X2
113008713	scube1	signal peptide%2C CUB domain and EGF like domain containing 1%2C transcript variant X1
113008775	mpped1	metallophosphoesterase domain containing 1
113009517	sult4a1	sulfotransferase family 4A member 1%2C transcript variant X2
113008879	LOC113008879	patatin-like phospholipase domain-containing protein 2
113009483	LOC113009483	sorting nexin-4-like%2C transcript variant X2
113009296	LOC113009296	transcription factor Adf-1-like
113009417	LOC113009417	gastrula zinc finger protein XlCGF7.1-like
113009419	LOC113009419	trichohyalin-like
113009842	trnat-agu	tRNA-Thr
113009324	ttll12	tubulin tyrosine ligase like 12
113009252	LOC113009252	serine-rich adhesin for platelets-like%2C transcript variant X1
113009623	LOC113009623	uncharacterized LOC113009623%2C transcript variant X2
113009208	LOC113009208	E3 SUMO-protein ligase KIAA1586-like
113008921	LOC113008921	uncharacterized LOC113008921
113009543	LOC113009543	DENN domain-containing protein 5B-like%2C transcript variant X8
113009541	LOC113009541	caprin-2-like%2C transcript variant X2
113008989	ipo8	importin 8%2C transcript variant X1
113009260	LOC113009260	GLIPR1-like protein 1
113009259	krr1	KRR1%2C small subunit processome component homolog%2C transcript variant X3
113009422	LOC113009422	uncharacterized LOC113009422
113009781	LOC113009781	uncharacterized LOC113009781
113009661	LOC113009661	cAMP-regulated D2 protein-like
113009442	LOC113009442	uncharacterized LOC113009442%2C transcript variant X2
113009525	LOC113009525	serine/threonine-protein kinase pim-2-like%2C transcript variant X2
113009130	LOC113009130	serine/threonine-protein kinase pim-2-like%2C transcript variant X4
113009132	LOC113009132	serine/threonine-protein kinase pim-2-like
113009131	LOC113009131	serine/threonine-protein kinase pim-2-like
113009470	LOC113009470	serine/threonine-protein kinase pim-2-like%2C transcript variant X2
113009461	LOC113009461	serine/threonine-protein kinase pim-2-like%2C transcript variant X4
113009462	LOC113009462	serine/threonine-protein kinase pim-2-like%2C transcript variant X5
113009464	LOC113009464	uncharacterized LOC113009464
113009471	LOC113009471	pleckstrin homology-like domain family A member 1
113009463	nap1l1	nucleosome assembly protein 1 like 1%2C transcript variant X1
113009472	LOC113009472	uncharacterized LOC113009472
